商品编号,商品名称,品牌,价格（元）,原价（元）,折扣率,月销量,累计评价数,好评率,鞋面材质,鞋底材质,闭合方式,风格,适用季节,用户年龄,用户性别,用户所在省份,是否PLUS会员,下单时间（小时）,是否退货
169720712,李宁休闲复古潮鞋冬季保暖,李宁休闲,99,174,57,1246,4491,90,网布透气,混合鞋底,魔术贴鞋,复古潮鞋,冬季保暖,45,男,福建省,否,22,否
822813849,耐克潮流运动休闲夏季透气,耐克潮流,167,220,76,998,2881,90,超纤皮鞋,PU中底,套脚款式,运动休闲,夏季透气,54,男,福建省,否,5,否
443390496,回力经典工装硬朗春季新款,回力经典,116,151,77,4510,2594,92,高端飞织,PU中底,拉链鞋款,工装硬朗,春季新款,63,男,山东省,否,21,是
353210562,安踏运动运动休闲秋季百搭,安踏运动,128,138,93,1376,1352,87,真皮柔软,混合鞋底,系带设计,运动休闲,秋季百搭,59,男,福建省,是,6,否
625207697,回力经典日常休闲四季通用,回力经典,149,237,63,688,190,90,真皮柔软,MD发泡底,拉链鞋款,日常休闲,四季通用,52,女,广东省,否,2,是
173687909,耐克潮流日常休闲春季新款,耐克潮流,387,667,58,1087,97,91,真皮柔软,TPR鞋底,拉链鞋款,日常休闲,春季新款,50,女,江苏省,是,15,否
889647296,耐克潮流潮流高街秋季百搭,耐克潮流,142,165,86,1113,279,97,真皮柔软,橡胶大底,松紧带鞋,潮流高街,秋季百搭,42,男,山东省,是,15,是
251642306,安踏运动简约百搭四季通用,安踏运动,99,99,100,4615,3934,86,布面材质,PU中底,拉链鞋款,简约百搭,四季通用,39,女,福建省,否,21,是
493429154,京东京造简约百搭冬季保暖,京东京造,99,112,88,1018,4698,92,合成革鞋,TPR鞋底,系带设计,简约百搭,冬季保暖,46,女,湖北省,是,1,否
422521984,回力经典简约百搭春季新款,回力经典,99,139,71,466,3466,97,飞织面料,混合鞋底,魔术贴鞋,简约百搭,春季新款,52,男,山东省,否,15,否
946271824,京东京造复古潮鞋春季新款,京东京造,106,156,68,1099,1497,96,超纤皮鞋,混合鞋底,拉链鞋款,复古潮鞋,春季新款,55,男,浙江省,是,23,否
968109830,特步男鞋户外机能夏季透气,特步男鞋,201,341,59,1,1576,93,高端飞织,混合鞋底,套脚款式,户外机能,夏季透气,25,女,河南省,是,13,是
292802415,安踏运动复古潮鞋春季新款,安踏运动,99,157,63,1411,248,93,混合材质,橡胶大底,魔术贴鞋,复古潮鞋,春季新款,57,女,河北省,否,23,否
948988376,其他品牌工装硬朗春季新款,其他品牌,148,255,58,2702,1108,97,超纤皮鞋,TPR鞋底,系带设计,工装硬朗,春季新款,43,女,福建省,否,21,否
883848552,特步男鞋工装硬朗夏季透气,特步男鞋,99,138,72,947,268,99,布面材质,PU中底,松紧带鞋,工装硬朗,夏季透气,31,男,四川省,否,1,否
717281420,耐克潮流复古潮鞋冬季保暖,耐克潮流,298,403,74,445,1575,96,真皮柔软,MD发泡底,系带设计,复古潮鞋,冬季保暖,46,女,广东省,否,6,否
788158401,回力经典潮流高街四季通用,回力经典,99,168,59,42,2345,98,飞织面料,橡胶大底,松紧带鞋,潮流高街,四季通用,47,男,山东省,是,8,是
609430181,其他品牌户外机能冬季保暖,其他品牌,140,156,90,4868,142,96,真皮柔软,TPR鞋底,松紧带鞋,户外机能,冬季保暖,57,女,江苏省,是,23,是
501116872,斯凯奇潮潮流高街春季新款,斯凯奇潮,255,311,82,951,5409,94,网布透气,混合鞋底,拉链鞋款,潮流高街,春季新款,58,男,浙江省,是,5,否
772661475,京东京造日常休闲秋季百搭,京东京造,193,276,70,15,296,85,超纤皮鞋,混合鞋底,套脚款式,日常休闲,秋季百搭,49,男,安徽省,是,12,否
861691406,其他品牌工装硬朗冬季保暖,其他品牌,241,246,98,1187,1664,92,合成革鞋,PU中底,拉链鞋款,工装硬朗,冬季保暖,51,女,河北省,否,21,否
251856479,阿迪达斯运动休闲四季通用,阿迪达斯,281,453,62,463,652,100,超纤皮鞋,MD发泡底,系带设计,运动休闲,四季通用,44,男,福建省,是,22,是
839752647,安踏运动日常休闲春季新款,安踏运动,99,109,91,11,984,92,飞织面料,EVA轻底,魔术贴鞋,日常休闲,春季新款,51,女,山东省,否,15,是
944369702,斯凯奇潮日常休闲秋季百搭,斯凯奇潮,104,162,64,657,3568,99,飞织面料,PU中底,魔术贴鞋,日常休闲,秋季百搭,50,男,山东省,是,17,是
219433724,特步男鞋潮流高街夏季透气,特步男鞋,195,205,95,20,443,94,混合材质,橡胶大底,魔术贴鞋,潮流高街,夏季透气,33,男,湖北省,是,1,否
657174600,特步男鞋潮流高街春季新款,特步男鞋,99,136,73,264,4089,99,布面材质,EVA轻底,松紧带鞋,潮流高街,春季新款,49,男,湖北省,否,10,是
139398503,斯凯奇潮工装硬朗四季通用,斯凯奇潮,99,99,100,1374,1575,94,布面材质,混合鞋底,系带设计,工装硬朗,四季通用,36,女,四川省,是,13,是
899667484,斯凯奇潮户外机能春季新款,斯凯奇潮,99,141,70,3068,1013,98,高端飞织,EVA轻底,松紧带鞋,户外机能,春季新款,35,男,安徽省,否,4,否
833017542,阿迪达斯户外机能夏季透气,阿迪达斯,99,108,92,1093,734,91,混合材质,EVA轻底,系带设计,户外机能,夏季透气,43,女,福建省,是,9,否
356006181,耐克潮流运动休闲春季新款,耐克潮流,104,108,96,1100,2634,91,超纤皮鞋,EVA轻底,拉链鞋款,运动休闲,春季新款,56,男,山东省,是,11,是
813277164,回力经典简约百搭四季通用,回力经典,130,183,71,267,655,91,飞织面料,EVA轻底,拉链鞋款,简约百搭,四季通用,57,男,山东省,是,19,是
576614967,斯凯奇潮简约百搭春季新款,斯凯奇潮,115,140,82,107,219,92,混合材质,MD发泡底,套脚款式,简约百搭,春季新款,43,男,四川省,是,6,是
467939954,鸿星尔克户外机能冬季保暖,鸿星尔克,107,123,87,7,827,95,飞织面料,EVA轻底,系带设计,户外机能,冬季保暖,39,女,江苏省,是,21,否
211489523,其他品牌运动休闲秋季百搭,其他品牌,134,194,69,621,703,96,飞织面料,EVA轻底,拉链鞋款,运动休闲,秋季百搭,46,女,广东省,否,1,否
401666851,回力经典简约百搭秋季百搭,回力经典,99,127,78,703,5149,100,超纤皮鞋,MD发泡底,套脚款式,简约百搭,秋季百搭,39,男,山东省,是,23,否
114382491,耐克潮流工装硬朗夏季透气,耐克潮流,99,160,62,2,86,96,合成革鞋,混合鞋底,套脚款式,工装硬朗,夏季透气,54,女,广东省,否,4,否
307592680,京东京造运动休闲春季新款,京东京造,183,269,68,1398,1296,92,飞织面料,PU中底,魔术贴鞋,运动休闲,春季新款,40,男,安徽省,是,12,否
177885307,李宁休闲简约百搭四季通用,李宁休闲,99,100,99,501,758,90,真皮柔软,混合鞋底,松紧带鞋,简约百搭,四季通用,50,女,四川省,是,19,否
585357069,特步男鞋运动休闲春季新款,特步男鞋,101,125,81,456,646,89,合成革鞋,EVA轻底,拉链鞋款,运动休闲,春季新款,53,男,广东省,否,8,是
843693306,其他品牌简约百搭夏季透气,其他品牌,287,287,100,283,1295,91,合成革鞋,混合鞋底,系带设计,简约百搭,夏季透气,45,男,福建省,否,7,是
681042000,其他品牌工装硬朗春季新款,其他品牌,144,262,55,8,1782,89,飞织面料,混合鞋底,拉链鞋款,工装硬朗,春季新款,53,女,河南省,是,13,是
808675849,李宁休闲工装硬朗春季新款,李宁休闲,99,155,64,466,2176,93,超纤皮鞋,PU中底,系带设计,工装硬朗,春季新款,55,女,安徽省,是,20,否
943534695,特步男鞋日常休闲秋季百搭,特步男鞋,326,604,54,16,221,91,超纤皮鞋,橡胶大底,系带设计,日常休闲,秋季百搭,38,女,安徽省,是,7,是
397937080,京东京造运动休闲夏季透气,京东京造,99,130,76,7,688,95,真皮柔软,TPR鞋底,系带设计,运动休闲,夏季透气,50,男,浙江省,是,10,是
181341214,特步男鞋运动休闲夏季透气,特步男鞋,142,192,74,0,1007,90,布面材质,混合鞋底,拉链鞋款,运动休闲,夏季透气,50,男,浙江省,是,11,否
986360919,安踏运动简约百搭春季新款,安踏运动,305,412,74,0,532,91,合成革鞋,EVA轻底,拉链鞋款,简约百搭,春季新款,45,女,四川省,否,8,是
285045766,李宁休闲户外机能秋季百搭,李宁休闲,219,348,63,1379,1322,90,飞织面料,橡胶大底,松紧带鞋,户外机能,秋季百搭,54,女,江苏省,否,18,否
633216177,特步男鞋工装硬朗秋季百搭,特步男鞋,195,229,85,878,1331,90,混合材质,TPR鞋底,松紧带鞋,工装硬朗,秋季百搭,48,女,福建省,是,13,是
738341064,耐克潮流工装硬朗春季新款,耐克潮流,99,194,51,1172,968,88,飞织面料,MD发泡底,魔术贴鞋,工装硬朗,春季新款,57,女,江苏省,是,21,是
701313795,耐克潮流运动休闲冬季保暖,耐克潮流,157,228,69,31,766,97,超纤皮鞋,橡胶大底,魔术贴鞋,运动休闲,冬季保暖,49,女,江苏省,是,0,是
469237098,其他品牌简约百搭秋季百搭,其他品牌,324,540,60,948,401,93,高端飞织,混合鞋底,松紧带鞋,简约百搭,秋季百搭,49,男,江苏省,否,11,否
303091772,回力经典潮流高街夏季透气,回力经典,99,132,75,586,545,92,真皮柔软,混合鞋底,松紧带鞋,潮流高街,夏季透气,38,女,浙江省,否,11,是
587605644,斯凯奇潮工装硬朗秋季百搭,斯凯奇潮,99,132,75,261,3120,92,网布透气,橡胶大底,拉链鞋款,工装硬朗,秋季百搭,50,女,江苏省,是,13,否
239281150,阿迪达斯潮流高街春季新款,阿迪达斯,99,138,72,1476,178,93,混合材质,TPR鞋底,系带设计,潮流高街,春季新款,40,女,河南省,是,22,是
719153599,安踏运动运动休闲四季通用,安踏运动,142,258,55,1100,781,93,高端飞织,PU中底,套脚款式,运动休闲,四季通用,49,女,河南省,否,20,是
667576995,阿迪达斯潮流高街春季新款,阿迪达斯,154,214,72,4629,2124,99,真皮柔软,橡胶大底,拉链鞋款,潮流高街,春季新款,33,女,浙江省,否,20,是
839471744,阿迪达斯工装硬朗夏季透气,阿迪达斯,99,177,56,3179,820,99,飞织面料,混合鞋底,系带设计,工装硬朗,夏季透气,53,女,浙江省,是,9,否
388639743,阿迪达斯日常休闲夏季透气,阿迪达斯,99,100,99,975,674,97,高端飞织,橡胶大底,系带设计,日常休闲,夏季透气,56,女,四川省,否,8,是
441339887,李宁休闲简约百搭夏季透气,李宁休闲,99,99,100,1082,1203,94,超纤皮鞋,EVA轻底,魔术贴鞋,简约百搭,夏季透气,50,男,山东省,否,2,是
668717135,京东京造日常休闲夏季透气,京东京造,99,190,52,793,627,91,真皮柔软,EVA轻底,系带设计,日常休闲,夏季透气,39,女,广东省,是,7,是
737988915,回力经典工装硬朗四季通用,回力经典,109,143,76,2787,1305,97,飞织面料,橡胶大底,拉链鞋款,工装硬朗,四季通用,54,男,湖北省,是,21,是
321913832,鸿星尔克复古潮鞋冬季保暖,鸿星尔克,99,132,75,4871,1380,90,飞织面料,混合鞋底,拉链鞋款,复古潮鞋,冬季保暖,52,女,河北省,是,2,否
465301987,耐克潮流简约百搭冬季保暖,耐克潮流,183,213,86,50,98,94,合成革鞋,EVA轻底,套脚款式,简约百搭,冬季保暖,42,男,四川省,是,1,否
782352059,耐克潮流运动休闲冬季保暖,耐克潮流,158,186,85,1180,601,96,真皮柔软,TPR鞋底,松紧带鞋,运动休闲,冬季保暖,42,男,安徽省,否,21,否
803215788,特步男鞋日常休闲春季新款,特步男鞋,424,437,97,3922,1563,88,超纤皮鞋,混合鞋底,套脚款式,日常休闲,春季新款,42,男,四川省,否,20,否
732050081,京东京造复古潮鞋四季通用,京东京造,99,124,80,730,9207,91,布面材质,PU中底,套脚款式,复古潮鞋,四季通用,54,女,福建省,是,20,否
372592621,斯凯奇潮工装硬朗夏季透气,斯凯奇潮,240,375,64,3362,1556,97,合成革鞋,MD发泡底,套脚款式,工装硬朗,夏季透气,45,男,广东省,是,13,否
780291196,安踏运动日常休闲夏季透气,安踏运动,132,213,62,1009,4369,98,飞织面料,TPR鞋底,系带设计,日常休闲,夏季透气,40,男,山东省,是,3,是
340970124,阿迪达斯潮流高街冬季保暖,阿迪达斯,99,99,100,2,2147,96,网布透气,TPR鞋底,系带设计,潮流高街,冬季保暖,53,女,安徽省,否,14,否
817860131,特步男鞋日常休闲冬季保暖,特步男鞋,466,896,52,223,5291,94,布面材质,EVA轻底,魔术贴鞋,日常休闲,冬季保暖,49,女,浙江省,否,14,是
890186733,回力经典运动休闲四季通用,回力经典,107,155,69,1484,191,95,网布透气,混合鞋底,套脚款式,运动休闲,四季通用,33,女,四川省,是,6,否
677570461,斯凯奇潮日常休闲四季通用,斯凯奇潮,224,270,83,33,1428,96,真皮柔软,橡胶大底,松紧带鞋,日常休闲,四季通用,52,男,安徽省,否,12,否
437318028,阿迪达斯日常休闲四季通用,阿迪达斯,99,136,73,4,510,91,飞织面料,TPR鞋底,魔术贴鞋,日常休闲,四季通用,60,女,四川省,是,11,是
250765967,鸿星尔克户外机能秋季百搭,鸿星尔克,123,146,84,357,3658,95,高端飞织,混合鞋底,拉链鞋款,户外机能,秋季百搭,49,女,四川省,是,11,是
895862252,特步男鞋日常休闲春季新款,特步男鞋,99,121,82,167,44,90,真皮柔软,TPR鞋底,松紧带鞋,日常休闲,春季新款,43,男,江苏省,否,8,是
115843728,鸿星尔克运动休闲夏季透气,鸿星尔克,99,134,74,2892,497,94,高端飞织,PU中底,松紧带鞋,运动休闲,夏季透气,44,男,四川省,否,20,是
921758925,李宁休闲户外机能春季新款,李宁休闲,152,249,61,1211,1867,100,合成革鞋,EVA轻底,系带设计,户外机能,春季新款,43,女,安徽省,否,21,否
328698868,鸿星尔克运动休闲冬季保暖,鸿星尔克,99,108,92,3698,409,91,真皮柔软,PU中底,套脚款式,运动休闲,冬季保暖,44,女,广东省,否,20,是
205029159,京东京造复古潮鞋秋季百搭,京东京造,164,186,88,4128,1838,93,真皮柔软,EVA轻底,魔术贴鞋,复古潮鞋,秋季百搭,39,女,江苏省,否,20,是
616886553,阿迪达斯简约百搭春季新款,阿迪达斯,138,179,77,902,193,91,合成革鞋,TPR鞋底,拉链鞋款,简约百搭,春季新款,38,男,江苏省,否,16,是
529557803,其他品牌简约百搭四季通用,其他品牌,99,108,92,636,2193,94,飞织面料,TPR鞋底,系带设计,简约百搭,四季通用,46,女,河北省,是,15,否
313317569,特步男鞋潮流高街秋季百搭,特步男鞋,99,177,56,3048,3158,95,超纤皮鞋,PU中底,系带设计,潮流高街,秋季百搭,55,男,四川省,是,17,否
487048046,回力经典简约百搭秋季百搭,回力经典,147,213,69,3889,766,95,高端飞织,橡胶大底,套脚款式,简约百搭,秋季百搭,52,男,山东省,否,22,是
359456396,耐克潮流简约百搭冬季保暖,耐克潮流,99,127,78,338,691,94,超纤皮鞋,MD发泡底,套脚款式,简约百搭,冬季保暖,38,女,江苏省,是,21,是
894224470,斯凯奇潮潮流高街秋季百搭,斯凯奇潮,99,132,75,1019,19153,94,飞织面料,MD发泡底,拉链鞋款,潮流高街,秋季百搭,42,女,江苏省,是,19,否
158321641,李宁休闲日常休闲春季新款,李宁休闲,99,138,72,2050,760,98,超纤皮鞋,混合鞋底,系带设计,日常休闲,春季新款,37,女,四川省,是,5,是
609186801,安踏运动简约百搭四季通用,安踏运动,214,246,87,4734,295,90,真皮柔软,MD发泡底,系带设计,简约百搭,四季通用,38,男,湖北省,是,23,否
699388475,阿迪达斯简约百搭秋季百搭,阿迪达斯,148,203,73,39,4256,85,布面材质,混合鞋底,系带设计,简约百搭,秋季百搭,46,女,四川省,是,17,否
907679846,京东京造户外机能秋季百搭,京东京造,160,188,85,1112,158,96,高端飞织,混合鞋底,魔术贴鞋,户外机能,秋季百搭,43,女,河北省,否,23,是
962992078,京东京造户外机能春季新款,京东京造,99,152,65,1292,201,95,合成革鞋,橡胶大底,松紧带鞋,户外机能,春季新款,55,女,福建省,是,11,否
359439608,安踏运动户外机能夏季透气,安踏运动,102,159,64,25,707,97,布面材质,TPR鞋底,松紧带鞋,户外机能,夏季透气,50,女,广东省,否,2,否
890527516,鸿星尔克日常休闲冬季保暖,鸿星尔克,99,125,79,1437,10531,100,合成革鞋,PU中底,系带设计,日常休闲,冬季保暖,50,男,河南省,是,10,否
118821082,京东京造日常休闲四季通用,京东京造,105,146,72,10,735,95,高端飞织,PU中底,系带设计,日常休闲,四季通用,45,女,福建省,是,17,是
971186021,阿迪达斯工装硬朗秋季百搭,阿迪达斯,119,134,89,1136,380,96,混合材质,混合鞋底,拉链鞋款,工装硬朗,秋季百搭,35,男,山东省,否,12,否
923435033,特步男鞋复古潮鞋四季通用,特步男鞋,240,312,77,478,2169,93,合成革鞋,PU中底,套脚款式,复古潮鞋,四季通用,58,男,福建省,是,23,否
966881938,耐克潮流户外机能夏季透气,耐克潮流,212,321,66,18,554,93,合成革鞋,TPR鞋底,魔术贴鞋,户外机能,夏季透气,51,男,广东省,是,5,是
976494175,京东京造工装硬朗春季新款,京东京造,99,108,92,525,1454,93,布面材质,PU中底,拉链鞋款,工装硬朗,春季新款,45,男,广东省,否,20,否
578095166,安踏运动运动休闲春季新款,安踏运动,208,217,96,1115,25423,100,网布透气,EVA轻底,系带设计,运动休闲,春季新款,52,男,河北省,是,6,否
448012531,阿迪达斯户外机能夏季透气,阿迪达斯,122,149,82,816,170,93,超纤皮鞋,PU中底,系带设计,户外机能,夏季透气,53,男,浙江省,否,11,是
153171669,京东京造运动休闲冬季保暖,京东京造,152,190,80,42,3239,93,布面材质,MD发泡底,拉链鞋款,运动休闲,冬季保暖,33,女,江苏省,否,23,是
309556872,鸿星尔克简约百搭秋季百搭,鸿星尔克,115,172,67,988,795,94,超纤皮鞋,TPR鞋底,系带设计,简约百搭,秋季百搭,45,女,浙江省,否,3,是
206729553,京东京造复古潮鞋冬季保暖,京东京造,155,310,50,1138,1151,91,超纤皮鞋,PU中底,魔术贴鞋,复古潮鞋,冬季保暖,40,男,四川省,是,1,否
